"PolicyNumber","FraudFound","Make","AccidentArea","Sex","MaritalStatus","AgeOfPolicyHolder","Fault","VehicleCategory","VehiclePrice","PoliceReportFiled","WitnessPresent","AddressChange.Claim","NumberOfCars"
14542,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
14547,1,"Honda","Urban","Male","Single","26 to 30","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
14552,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
14556,1,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","3 to 4"
14557,0,"Mazda","Urban","Male","Married","51 to 65","Third Party","Sport","more than 69,000","No","No","no change","1 vehicle"
14562,0,"Pontiac","Urban","Male","Single","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14567,0,"Honda","Urban","Female","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14570,1,"Toyota","Rural","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14572,1,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14577,0,"Toyota","Urban","Male","Married","36 to 40","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
14580,1,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14582,0,"Pontiac","Rural","Male","Married","41 to 50","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14587,1,"Pontiac","Urban","Male","Single","31 to 35","Third Party","Sedan","less than 20,000","No","No","2 to 3 years","1 vehicle"
14592,0,"Chevrolet","Rural","Male","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14597,0,"Mazda","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","3 to 4"
14598,1,"Mazda","Rural","Female","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14602,0,"Ford","Urban","Male","Married","51 to 65","Policy Holder","Utility","more than 69,000","No","No","no change","1 vehicle"
14603,1,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14607,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
14612,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14617,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
14622,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14627,0,"Mazda","Rural","Female","Married","26 to 30","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
14632,0,"Pontiac","Urban","Male","Single","31 to 35","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14637,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14642,0,"Toyota","Urban","Male","Married","51 to 65","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
14647,0,"Chevrolet","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14652,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","1 year","1 vehicle"
14657,0,"Toyota","Urban","Male","Married","36 to 40","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14662,0,"Pontiac","Urban","Male","Single","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14667,0,"Toyota","Urban","Male","Married","31 to 35","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14670,1,"VW","Rural","Male","Married","51 to 65","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14672,0,"Chevrolet","Urban","Male","Married","over 65","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
14677,0,"Chevrolet","Urban","Female","Married","51 to 65","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14682,0,"Toyota","Urban","Male","Married","over 65","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14686,1,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
14687,0,"Toyota","Urban","Female","Single","41 to 50","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
14692,0,"Chevrolet","Urban","Male","Married","36 to 40","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14697,0,"Pontiac","Urban","Male","Single","26 to 30","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14702,0,"Toyota","Rural","Male","Married","51 to 65","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14707,0,"Toyota","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14712,0,"Chevrolet","Urban","Male","Single","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
14717,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14722,0,"Pontiac","Urban","Male","Single","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","4 to 8 years","2 vehicles"
14727,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14732,0,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14737,0,"Honda","Urban","Male","Married","26 to 30","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14742,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14747,0,"Saturn","Urban","Male","Single","31 to 35","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","1 vehicle"
14751,1,"Pontiac","Urban","Male","Single","26 to 30","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14752,0,"Honda","Urban","Female","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14757,0,"Mazda","Urban","Female","Divorced","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14762,0,"Chevrolet","Urban","Female","Widow","36 to 40","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
14767,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","Yes","No","no change","1 vehicle"
14772,0,"Mazda","Urban","Female","Single","26 to 30","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14777,0,"Honda","Urban","Male","Married","41 to 50","Third Party","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14782,0,"Pontiac","Urban","Male","Single","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14787,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14792,0,"Pontiac","Urban","Male","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14797,0,"Pontiac","Urban","Male","Married","over 65","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14802,0,"Pontiac","Urban","Male","Single","31 to 35","Third Party","Sport","20,000 to 29,000","Yes","No","no change","1 vehicle"
14807,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14808,1,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14812,0,"Accura","Urban","Male","Single","over 65","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14817,0,"Mazda","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14822,1,"Chevrolet","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14827,0,"Honda","Rural","Male","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","4 to 8 years","2 vehicles"
14832,0,"Mazda","Urban","Male","Married","51 to 65","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14837,0,"Toyota","Urban","Male","Married","36 to 40","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
14842,0,"Pontiac","Urban","Female","Single","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","2 to 3 years","1 vehicle"
14847,0,"Toyota","Urban","Male","Married","51 to 65","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
14852,0,"Pontiac","Rural","Male","Single","31 to 35","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
14857,0,"Pontiac","Urban","Male","Married","41 to 50","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
14862,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14867,0,"Pontiac","Urban","Male","Married","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14872,0,"Mazda","Urban","Male","Married","36 to 40","Policy Holder","Sport","less than 20,000","No","No","no change","1 vehicle"
14876,1,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14877,1,"VW","Urban","Male","Widow","36 to 40","Policy Holder","Sedan","60,000 to 69,000","No","No","no change","1 vehicle"
14882,0,"Pontiac","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14887,0,"Toyota","Urban","Male","Single","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14892,0,"Honda","Urban","Male","Single","16 to 17","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
14897,0,"Honda","Urban","Male","Married","41 to 50","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14902,0,"Mazda","Urban","Male","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14906,1,"Toyota","Rural","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14907,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
14912,0,"Toyota","Urban","Male","Single","26 to 30","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14917,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14922,0,"Honda","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14927,0,"Saturn","Urban","Male","Married","31 to 35","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14932,0,"Honda","Urban","Male","Married","41 to 50","Policy Holder","Sedan","less than 20,000","No","No","4 to 8 years","2 vehicles"
14937,0,"Ford","Urban","Male","Married","36 to 40","Policy Holder","Sedan","40,000 to 59,000","No","No","no change","1 vehicle"
14942,0,"Pontiac","Urban","Female","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14943,1,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14947,0,"Chevrolet","Urban","Female","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14952,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sedan","40,000 to 59,000","Yes","No","no change","1 vehicle"
14957,0,"Toyota","Rural","Male","Married","51 to 65","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
14962,0,"Chevrolet","Urban","Male","Single","41 to 50","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
14967,0,"Mazda","Rural","Male","Single","41 to 50","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14972,0,"Mazda","Urban","Female","Married","31 to 35","Third Party","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14977,0,"Toyota","Urban","Male","Single","31 to 35","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
14979,1,"Pontiac","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
14982,0,"Toyota","Urban","Male","Married","41 to 50","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
14987,0,"Chevrolet","Urban","Female","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14992,0,"Pontiac","Urban","Female","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
14997,0,"Pontiac","Urban","Male","Married","41 to 50","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
14998,1,"Mercury","Urban","Male","Married","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
15002,0,"Chevrolet","Urban","Female","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
15007,0,"Pontiac","Urban","Female","Married","41 to 50","Policy Holder","Sport","more than 69,000","No","No","no change","3 to 4"
15012,1,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
15017,0,"Mazda","Urban","Male","Single","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
15022,0,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","30,000 to 39,000","No","No","no change","1 vehicle"
15027,0,"Mazda","Urban","Male","Single","31 to 35","Third Party","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
15032,0,"Honda","Rural","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
15037,0,"Honda","Urban","Male","Married","31 to 35","Policy Holder","Sport","30,000 to 39,000","No","No","4 to 8 years","2 vehicles"
15042,0,"Chevrolet","Urban","Male","Single","31 to 35","Third Party","Sedan","more than 69,000","No","No","no change","1 vehicle"
15046,1,"Mazda","Urban","Male","Married","36 to 40","Third Party","Sedan","20,000 to 29,000","No","No","2 to 3 years","1 vehicle"
15047,0,"Chevrolet","Urban","Female","Married","36 to 40","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
15052,0,"Toyota","Rural","Male","Single","31 to 35","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
15057,0,"Mazda","Urban","Male","Single","31 to 35","Third Party","Sedan","less than 20,000","No","No","no change","1 vehicle"
15062,1,"Accura","Urban","Male","Single","51 to 65","Policy Holder","Sedan","more than 69,000","No","No","no change","1 vehicle"
15066,1,"Honda","Urban","Male","Married","over 65","Policy Holder","Sport","more than 69,000","No","No","no change","1 vehicle"
15067,0,"Pontiac","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
15072,0,"Pontiac","Urban","Male","Single","31 to 35","Policy Holder","Sedan","less than 20,000","No","No","no change","1 vehicle"
15077,0,"Toyota","Urban","Male","Married","31 to 35","Policy Holder","Sport","20,000 to 29,000","No","No","no change","1 vehicle"
15082,0,"Toyota","Rural","Male","Married","over 65","Policy Holder","Sport","30,000 to 39,000","No","No","no change","1 vehicle"
15087,0,"Honda","Urban","Female","Single","21 to 25","Third Party","Sport","more than 69,000","No","No","no change","1 vehicle"
15088,1,"Honda","Urban","Male","Married","36 to 40","Policy Holder","Sedan","20,000 to 29,000","No","No","no change","1 vehicle"
